temperature,humidity,wind_speed,et_15min,rain_mm,rain_intensity,soil_moisture_before,irrigation_seconds,soil_moisture_after,soil_type_factor,slope_factor,growth_stage_factor
34.36839248549883,58.75345794866444,5.462914144771386,0.14291666666666666,7.065971884466849,1,57.785440515702525,15,68.28680328906873,1.0,0.8,1.2
33.681760694443255,77.12867502025112,1.7156923360938807,0.09395833333333332,0.8257542733544074,1,29.045098074928507,15,33.51227141865538,1.0,0.8,0.7
32.08200445583459,80.54138403504635,2.6366256454154913,0.07927083333333333,7.274173971877611,1,48.45232145001623,0,52.010137602621704,1.0,1.0,1.0
25.497713043694496,68.85972512094303,5.158073852446291,0.07822916666666667,2.52421766624719,0,46.59489094570398,30,54.61007209368111,1.0,0.8,1.0
35.77188502789939,59.372040940005334,5.577989668014372,0.10072916666666666,3.0545645530306107,1,36.07328489616083,20,46.514610013216334,1.2,0.9,1.0
19.80222574834459,43.143398449437356,1.7649247049943502,0.09197916666666667,7.768160837613473,2,56.07477090012502,15,68.20907650968795,0.8,0.9,1.2
20.730911165087903,39.25678301108314,1.1786260972598812,0.05635416666666667,1.7055039053606507,2,29.794971943707985,20,40.633502513749136,1.2,0.8,1.2
19.861309856150303,31.425124723712727,4.93487298703187,0.106875,3.2177762088156463,1,44.40988190683253,10,49.70984918890052,0.8,0.8,1.0
36.87731718864738,72.03313158007708,4.6780680268556605,0.11697916666666668,5.149575727988636,0,37.55422332869894,15,47.25819029138876,1.2,0.8,1.2
19.809518610261723,65.80352312878465,2.3229361550114476,0.07885416666666667,0.6980204792454154,0,28.685408905939124,0,28.78105985908381,1.2,1.0,1.2
30.820894337883857,35.64209442681402,0.8245307642021487,0.10083333333333333,7.047439938991814,2,30.854069220948265,10,40.52514921421986,1.2,0.9,0.7
21.671906506232904,83.49777835799158,3.645816885599641,0.085,7.0564591967547035,2,57.342526401520345,30,70.01222669716837,1.0,0.8,1.0
21.80851623397515,61.32998419803498,3.07356537036648,0.09145833333333332,6.835506718380748,0,41.265381033429065,30,48.852684098156516,0.8,0.8,1.0
21.641805095295965,58.0244449605741,3.529356142906126,0.09520833333333334,5.48531598744961,1,46.712373144601294,10,53.63252125486045,0.8,0.9,1.0
32.53016362863481,82.771793068144,4.148449020002346,0.08770833333333333,0.7713849877350016,2,32.042218025504674,15,39.94064582651367,1.0,1.0,1.0
32.40379711259527,62.79861155075496,5.836005842925216,0.10927083333333333,4.001564611830588,2,38.50416923903842,10,44.386960779485406,0.8,0.9,0.7
35.408352602369746,60.985674295127616,4.2451034839373785,0.12083333333333333,1.1212400493299972,0,28.205196724474227,15,32.512927943856404,1.0,0.8,0.7
25.6549042263715,71.93626560158918,5.686569592720743,0.07333333333333333,7.870539333838863,0,44.77680757419474,20,53.88292668008661,0.8,0.9,1.2
25.150034091876982,69.2649184554649,2.2192762106905244,0.07666666666666667,4.0617035103744445,0,40.08694895881042,5,42.852062285563626,0.8,0.9,0.7
34.197948660073806,68.12699197441196,5.742326762404864,0.13072916666666667,0.08240123474161987,0,40.4547424835611,0,40.34461362557983,1.0,0.9,1.2
36.630907443574955,37.349134554840916,3.2706202605722416,0.11989583333333333,5.98741279910674,1,53.35054298497306,30,66.2985340136038,1.0,0.9,1.2
25.118249572125297,75.76403728926884,5.123355247137361,0.06114583333333334,1.8747324182293479,2,30.7787935626961,5,34.15297939395285,1.0,0.8,0.7
19.094787616601558,71.07448975538125,3.5745542039366467,0.06385416666666667,5.770649595769732,0,21.652617857360962,10,26.77003723327095,1.0,0.9,0.7
19.309102288852177,48.691655108835505,3.493582976197604,0.08145833333333334,5.493637165089549,1,48.72494467768546,10,55.9478499400891,0.8,0.8,1.2
35.046326715934796,83.86948928340888,4.750046336259771,0.109375,6.141711787945589,0,38.0622222988517,0,39.488275245838096,1.0,0.9,1.2
35.97993988724269,58.87697670908686,4.773634804088172,0.146875,5.04788724175741,0,57.21100572053928,20,66.3392332040514,1.0,0.8,1.2
31.431752775292708,84.21557669837932,3.0588483593621687,0.07875,7.582462120236878,1,51.73271691025259,20,60.70381497457504,1.0,0.9,0.7
37.045548094141026,73.50104077925155,5.352325835464451,0.09947916666666667,6.2718163668039635,0,31.89059198104866,15,41.892619103442314,1.2,0.8,1.2
33.984434223601475,64.04502081406127,1.3878526306709735,0.10739583333333334,1.7584657577948164,0,27.86714051888509,10,35.320525208113274,1.0,1.0,1.2
20.36435287129142,81.37533342450931,3.82817163144297,0.06427083333333333,4.755313656225002,1,23.209284381840366,30,32.23879068489334,0.8,0.9,1.0
27.69042110061578,84.3739271254502,3.14780221570705,0.09333333333333334,0.04793477096434717,1,20.154366584638478,20,27.09648997572599,1.2,1.0,0.7
35.46313742202236,80.44567484677937,5.663360920113425,0.11166666666666668,5.2642154879437815,2,57.74019528391815,20,67.98719477166753,0.8,0.8,1.2
20.47001142281708,32.65533982415095,4.626599630246034,0.11041666666666666,5.39739118350178,2,58.69306096754987,10,67.11702106087061,1.2,0.9,0.7
23.427194900912053,69.70616258315897,0.9609606263882083,0.05364583333333334,7.741591105221864,2,32.047863147400705,5,39.62676475881003,0.8,0.9,0.7
33.04493423836833,40.330224065892764,3.807070396319577,0.13239583333333335,6.642210696656558,2,53.564448591803114,30,71.8459513975098,1.2,1.0,1.2
22.59142139959512,82.77648810656768,2.879154186573855,0.050208333333333334,5.424812683034202,0,58.34835369729876,20,64.3286747606831,0.8,1.0,0.7
22.947426136631147,37.450090522294445,4.721522194259114,0.09270833333333334,5.693147911175885,0,41.52875920402455,5,46.33810759291617,1.0,0.8,1.2
36.90954871028808,49.90176856111522,4.173115441097741,0.15770833333333334,1.0190084084175544,0,24.259556646637908,0,24.356600415408963,1.0,0.9,1.0
25.294686808646304,82.03527245258877,2.2646247635071663,0.07458333333333333,2.3269389174333774,2,31.001738247663177,20,40.68548977547765,1.0,0.8,1.2
29.529822778072635,46.96476682694019,5.391170956278209,0.12447916666666665,7.75180098897175,0,47.42162560838692,5,50.85852256969765,0.8,0.8,0.7
20.71147039515527,62.824107714358775,2.312479364697079,0.09010416666666667,5.1357151252983755,1,53.07485878184971,0,55.55261217783223,1.2,1.0,0.7
20.507273457393,56.79950977597322,3.5699576418575685,0.08437499999999999,3.8311538268217102,0,22.669775999640894,10,30.66435353945913,1.0,1.0,1.2
34.08967306023737,32.39321890794431,2.4351609612851144,0.11489583333333332,2.3027706074811496,2,23.18612111662873,30,31.514423547180062,0.8,0.9,1.0
18.8460615622662,44.63855646173728,1.407771836344046,0.07552083333333333,1.789243304881369,1,23.426023149335524,15,30.911961622629853,1.0,0.9,1.0
25.930053417471342,41.73007504586842,1.711578955833699,0.08614583333333332,7.487242857878368,2,36.70033967285677,30,51.55757085553471,1.0,1.0,1.0
23.304628274437928,40.99744313321935,1.3318115883364263,0.093125,4.660085280321168,1,37.18766555338438,0,39.42458319354496,0.8,1.0,1.2
25.23870055511263,31.284360485184877,0.7537729903150912,0.06072916666666667,0.7418846105621482,2,23.193506556692434,20,33.3049476556347,1.2,0.8,1.2
22.91783390629852,84.26302057419684,2.8582206855708985,0.07614583333333333,6.860517084887323,1,48.796742370811266,20,57.99376286237049,1.0,1.0,0.7
35.30068869630554,38.619222810494676,3.496768554581032,0.10729166666666667,4.058283999855535,2,24.67378878017496,30,39.699226668292795,1.2,0.9,1.2
18.472794121785963,56.30708478107932,2.9907386400793814,0.07395833333333333,7.229075616380308,0,22.87360861985123,10,29.591734048791942,1.2,1.0,0.7
25.214005640666365,63.862966915586554,4.631639477708347,0.09666666666666666,4.341063392506795,1,31.593207955878995,20,43.68348632680669,1.2,1.0,1.0
19.672659129414573,70.96873790394199,3.051640193581159,0.07125,4.489967064627681,1,53.86198507465236,15,61.961796521799066,1.0,0.8,1.0
36.38645963823196,78.72667325233748,5.102840711813035,0.114375,7.401601112335993,2,42.38730473825472,0,47.82413057250671,0.8,0.8,1.2
19.730660601568108,82.01760503197377,4.03048073611653,0.08145833333333334,0.49477798768417003,1,45.77603728203853,15,54.83108481479659,1.0,1.0,1.2
27.5155419693601,41.31074559058406,4.390039311858411,0.11614583333333334,0.4047670894978683,0,29.501272021522908,5,32.22584913430344,1.2,0.9,0.7
37.61957425774398,46.44330287602717,0.6731457282479134,0.08854166666666667,0.8770485570566429,2,51.843800973836316,0,52.41304572496213,1.0,0.9,1.2
18.2949149885843,64.33239004596653,5.753579129115003,0.08541666666666665,3.855135008752857,0,43.07439717049243,5,47.57648273979625,1.0,1.0,1.0
34.871234278384726,52.46359714369186,1.0944659423966,0.08197916666666667,6.554505658233596,0,44.002091453812135,10,51.493042104297885,1.0,1.0,1.0
35.75321168720155,66.70517611079492,4.832845547874897,0.13479166666666667,3.586594695158941,0,56.071129092959445,20,67.65071250873076,1.2,0.9,1.2
30.046608492711393,43.600026925366436,4.79136210870712,0.11916666666666666,1.953036991744935,2,52.9815851784931,0,54.32719625563514,1.0,0.9,1.2
24.361202727792886,46.4256667882601,5.400641509759834,0.12677083333333333,0.06675317096196665,2,29.416676415297967,20,35.65031086523092,1.2,0.9,0.7
34.53875506317671,39.64944529526473,0.861129238759814,0.07020833333333333,7.605464133194355,1,58.79645826142851,15,68.75136380526686,1.2,1.0,0.7
20.433475159397066,31.639289002071532,4.830313904332943,0.10833333333333334,7.312654148626235,0,57.41168566198936,5,60.957869981638844,0.8,0.9,0.7
31.422599725698788,38.41017162745662,1.2513591254229448,0.08979166666666666,2.16555332689847,0,25.154203326439884,20,33.618930664570605,0.8,1.0,1.2
21.098679086933057,41.61650214724218,1.544761358287742,0.09166666666666667,3.6964391343016754,0,34.937471270688434,20,44.78468639480405,1.0,0.9,1.2
29.593368835742528,60.81789539599304,5.682292262688447,0.10520833333333333,4.0670987117117665,2,45.67141440489158,5,50.64581245626014,1.0,0.8,0.7
36.570249872517174,73.59042077318713,3.503305917159709,0.07333333333333333,6.564978922624578,1,36.75351720111177,5,42.70220450283012,1.2,0.9,0.7
22.986552605705626,53.963104466492624,4.82729759960807,0.10947916666666667,1.7552600189997927,1,33.418689613429635,5,37.810558940045134,1.0,1.0,1.0
28.007967676872568,78.6796321726438,3.2707437878204133,0.095625,0.12435685539034225,1,57.31250078464441,20,68.09678062098783,1.2,0.9,1.2
21.231972705585076,73.22399323520153,2.4512788094194073,0.081875,7.186972256187782,2,40.383506987351886,15,51.29200480900978,1.2,0.9,0.7
29.880821771971146,83.74872157767881,2.9182235111742414,0.08083333333333333,7.467245649395366,0,59.26927453664865,30,67.02513733412977,0.8,0.8,1.0
25.324871904191806,68.14465694681923,3.0152975437470952,0.08520833333333333,1.7413436557166957,1,20.143726460343117,10,28.620047164629966,1.2,0.9,1.2
34.78802325899018,58.41518342066718,3.7718502588240654,0.13010416666666666,2.3627970757967036,2,36.797209395260495,10,44.84825071024288,1.2,0.9,1.0
31.561557340072,83.36914520625093,1.192017631236155,0.06239583333333334,0.4016082275509252,2,35.14403832046659,10,38.706058563249094,1.0,0.8,0.7
30.97973065441183,70.85568497469183,3.6292938800187775,0.07114583333333334,4.07758857925052,2,49.418484741375586,15,59.07236799666712,1.0,0.9,1.0
37.69110710293253,57.091245442742704,2.70193860853429,0.09937499999999999,7.512816737524462,0,48.85704597806048,10,55.620690020620565,1.2,1.0,0.7
31.67468826361303,66.1702860117688,5.987964265949218,0.11989583333333333,3.74804916822624,1,59.86634560793748,30,72.81400820584027,1.0,1.0,1.2
26.70210252005441,54.849374690225034,3.4595626621316997,0.08614583333333332,4.179709371412265,0,30.036370734387624,20,39.34216336169149,1.0,1.0,1.0
19.147760713700904,63.75212914988818,2.212916619194487,0.08604166666666667,3.6793771717205743,1,31.396349142740828,20,40.66230606794017,1.0,0.9,1.0
29.12934093094715,44.865200464145005,4.0976302762425885,0.13739583333333333,4.920988516332434,2,56.29719115839431,0,59.8505367123103,0.8,0.8,1.0
30.517025935704172,76.2095242137921,2.7932450123332977,0.08239583333333333,6.144875163427313,0,30.505677228429168,20,37.301587301334514,0.8,0.8,1.0
37.363083182051405,58.42303927805328,5.0628143207852085,0.10708333333333332,6.20582991951248,2,42.97433476985526,30,53.491508594621884,0.8,0.8,1.0
24.25672105252196,34.6132725486529,1.07657911065017,0.06614583333333333,4.8433612228835115,0,20.270882689202313,15,27.104611959829413,0.8,0.8,1.2
29.75926696849769,40.617762037198105,4.222632549964212,0.14322916666666666,3.7719708134394674,2,42.172523900857485,30,52.320628742352426,1.0,0.8,1.0
30.7521917748172,68.56026447367594,5.821831031169475,0.09791666666666667,6.724146260962314,1,35.26810974503498,30,47.860211081451965,1.0,1.0,1.0
26.979780343471127,31.923696165530348,2.997659631696204,0.12270833333333332,0.9166737300813868,1,55.71316899176856,5,59.092721049853026,1.2,1.0,0.7
30.05573642464127,50.04598904536277,1.6280689981452794,0.12166666666666666,6.829799124773567,2,39.62201843423931,10,48.895399561020504,0.8,0.9,1.0
27.68222859968828,57.609537707407995,5.817464172721277,0.10458333333333332,6.939825457106335,1,22.550910017949462,20,33.929370086242066,1.0,0.8,1.2
26.209759674698276,38.73878023161465,3.768752999111636,0.12583333333333332,2.1421993958503585,0,55.58231417410009,30,67.18556453685235,1.2,1.0,1.0
36.7976065281392,77.46010167500384,5.199449901833443,0.09791666666666667,4.044865655040313,0,26.338268862610743,5,28.87499449043861,0.8,0.8,0.7
27.137384382482672,37.03840724755214,4.5044079723848585,0.14260416666666667,6.678346652307423,2,54.087262882502344,30,65.66953901334004,0.8,0.9,1.0
25.011316983578748,64.41962742963678,5.728128112759108,0.08104166666666666,6.641608628931095,1,54.35875865889993,5,61.94698348723753,1.0,1.0,1.2
20.036274022656535,66.14519212152686,5.696053070036101,0.094375,5.9026207632168965,1,33.74641897223796,15,42.29238915208597,0.8,0.8,1.2
24.446649229613598,35.46731361889074,1.824306903700894,0.09989583333333334,7.5153880355814255,2,41.29211869222857,10,53.23781156038283,1.0,0.9,1.2
23.574975405347182,59.224364171749556,1.4870591347940916,0.06979166666666667,6.647291422451548,2,21.844607623634108,0,26.7602845238061,1.0,0.9,0.7
19.193801421738215,57.09001380400356,3.3877346332642952,0.07177083333333333,6.549432143361548,0,48.28372986861031,15,56.24948121913686,0.8,0.9,1.2
36.27302412413358,41.02285902577822,4.155942869654087,0.12989583333333335,3.051023990531414,0,45.72611433247192,15,52.58135630734595,1.2,1.0,0.7
21.40570128315813,65.6114282723858,1.2179754447138058,0.06489583333333333,7.975063320939837,0,44.86615546743145,30,53.84695178802057,1.2,0.9,0.7
24.979764075038066,70.50143947689975,2.9964164862609053,0.0675,5.1234581472324585,2,44.602403548938796,10,52.53150954117894,1.0,1.0,0.7
20.833336923429695,37.371816286132486,0.9973600700556866,0.08614583333333332,0.559154464620474,2,35.47709151487872,30,46.55610402324883,1.2,0.8,1.2
24.120131292421767,41.46425262059343,2.390085766422612,0.11937500000000001,3.847727522397556,0,29.465768551065416,0,30.308325431664805,1.0,0.8,1.2
30.78012435057308,45.61734209445024,0.89931310950837,0.11937500000000001,1.807312106771267,0,44.61303588077402,15,52.05678240526628,1.2,0.8,1.0
21.792968835718415,59.74755586608449,2.0995981390441107,0.057916666666666665,0.48372905900803786,1,26.12695247098877,0,26.31090033382612,1.2,0.8,1.2
23.816801304701784,35.90239366711718,2.422117159108002,0.09708333333333334,7.156098623228743,1,35.10179227375681,10,44.279689518528095,0.8,1.0,1.2
33.92104676487666,43.77308665177366,2.0610927485956396,0.12385416666666667,2.154824533854592,0,52.784297652023774,0,53.199149618820755,1.0,1.0,0.7
20.23126879736928,39.003999662863734,1.5183730934450868,0.09010416666666667,7.258537066264446,2,52.37460322608359,5,60.62737664614107,1.0,0.8,1.0
33.47639345773212,42.44778021667417,3.104788636086744,0.145,2.1207175470431823,2,20.979812054398792,30,33.17114270791926,1.2,0.8,1.2
33.01962691287209,63.48862533498548,1.2499638611033546,0.12041666666666667,4.321503282826222,0,53.18693138623048,30,63.101717617968774,1.2,0.8,1.0
22.814587097773245,75.28229891370762,2.9959741879757606,0.076875,4.699298003071391,1,52.4140990672356,10,58.010082974223934,0.8,1.0,0.7
26.404347318395434,74.65597841314721,3.247586181285167,0.06041666666666667,0.3230461093500203,0,28.705373322902332,5,31.624692970598986,0.8,1.0,1.0
20.273334335972166,72.84330542399303,4.838564250639481,0.06229166666666667,3.189806160300166,1,49.652293537088966,30,58.348766612731104,0.8,0.8,1.2
24.972348727706127,50.62694669053766,4.491006741713909,0.098125,0.47745770807659227,0,22.45005034770707,5,26.645813468043393,1.2,0.8,1.2
20.8116146357885,78.07956415328863,5.295881006849511,0.06916666666666667,3.2066271993863724,2,21.904716188761924,10,27.563729827087677,1.0,0.8,0.7
37.25712958732014,50.79729381712416,1.025141647502128,0.079375,7.4756613681968975,1,21.743563635007295,0,25.402019319105744,0.8,0.9,1.2
18.054142706937352,46.14754178589146,4.098838942623672,0.10072916666666666,1.0204555946763545,0,23.618597969493315,10,26.763871616403115,0.8,0.9,0.7
31.468935072885486,34.71999029457642,4.315086442000776,0.15947916666666667,3.8563953032121185,0,37.34790203709343,20,46.165652369302556,1.2,0.8,1.0
30.48212244208299,46.2146847364849,1.1318425517836512,0.06822916666666666,0.7632633119803707,2,24.313460178144158,10,27.47624641982489,0.8,0.8,0.7
29.06400459869482,74.474426490587,1.0789895794339501,0.101875,0.3774015701426725,0,58.360980834968124,10,62.34130811404697,1.2,0.8,0.7
19.185293033906586,78.37722885063984,0.7835647160840639,0.07572916666666667,2.6673643342670186,2,59.26541980467039,0,61.19021388870398,0.8,0.8,1.2
34.26608682207561,52.348369330687916,1.200354902382688,0.08708333333333333,5.574562115647653,1,40.95028299026741,5,47.56409667724275,1.2,0.9,1.0
18.76646812441218,49.350667607415204,4.172344452249435,0.10114583333333334,2.1214915955897373,0,47.43568537073547,5,50.18409226592022,0.8,0.8,1.0
27.29347707606151,39.10964663912169,2.2747171929007806,0.10010416666666666,7.253411453425593,0,27.404571446662594,10,32.108709058259706,0.8,0.9,0.7
36.869272134459344,35.13870027109098,3.380316583058951,0.11312499999999999,0.19226211696462503,1,28.800669508202997,30,34.00732469534271,0.8,1.0,0.7
22.029441477710737,71.83858113927701,4.2541981609210575,0.0625,3.6957957246708064,2,33.749795606807005,10,42.15607366680035,0.8,1.0,1.2
32.50903562226074,77.89622224750946,3.2967168567005274,0.09635416666666667,5.699658062046469,1,21.922949565316515,10,33.22182132940845,1.2,1.0,1.2
18.709682455787622,55.345982685308556,1.2220898347933957,0.05333333333333334,6.835786757034177,2,37.30876236234303,5,45.51316186677321,0.8,0.9,1.2
22.077202373204205,80.75394178517995,3.0169416654444396,0.04958333333333333,3.3045415924448003,1,57.296159267750056,10,62.22205663609177,0.8,1.0,0.7
31.138177808690063,69.75718758084955,5.357165984275314,0.11052083333333333,6.091808537593603,2,45.38224240587247,30,54.01949727866025,0.8,0.8,0.7
22.40994811759647,73.79720730125399,5.675357614068693,0.06302083333333333,4.600001434459601,2,35.778610819827264,20,45.84319995656594,0.8,1.0,1.0
34.83642787499281,52.36324533658809,4.500064373424726,0.14864583333333334,4.164933919224675,0,34.66145737786908,10,41.96309269914344,1.0,0.9,1.2
23.15583931107076,82.50855352417422,5.897667847908877,0.050729166666666665,5.851624053875635,0,28.075476918746354,0,29.487653765548597,0.8,1.0,1.0
36.101189921853845,82.8603303801277,5.807683799861439,0.09895833333333333,2.0158202188921788,2,20.37502889847181,15,28.454773383494587,1.0,0.9,1.0
25.589315485037822,32.34422262437892,4.971266665333672,0.10812500000000001,6.772205791168332,1,31.82393951526287,15,40.79095220908659,0.8,0.8,1.2
35.89340287181051,77.48097009768415,1.7032610055189878,0.09749999999999999,5.869733787801295,1,54.31260572585905,20,65.16310329283247,1.2,0.8,1.0
27.532463196048845,62.64026264921145,2.9854355254261398,0.07989583333333333,7.253582315416304,2,45.36335593584053,10,56.42057810555967,1.2,0.8,1.0
35.04089088714217,75.03235118792341,4.951631940409258,0.079375,0.7900840322068978,2,57.21264785706753,30,63.99421483561159,1.2,0.8,0.7
36.836138897219485,69.8493565178369,2.079886133064525,0.08,1.0661177530719526,2,57.80340527580617,10,63.27043631268534,1.0,0.8,1.0
25.568072050670246,30.66263514177496,4.991553679920619,0.13447916666666668,7.970165523615177,2,22.374675469219486,10,30.87638836962632,0.8,0.8,0.7
35.39727019001302,72.44547882791116,3.711379460072536,0.08489583333333334,3.279691763085566,1,29.05816326855847,20,37.29072221099523,1.0,0.8,1.0
35.9557265511802,51.938998055075416,1.2879106690480797,0.07072916666666666,0.8181753387473689,0,28.049323732137374,30,34.899258708431354,0.8,0.9,1.0
30.8072456064952,78.30779365185346,3.9133590340117874,0.074375,6.809291524466936,1,31.18205981510571,30,43.840275449941686,1.0,1.0,1.0
37.521289796184924,63.496990989125834,3.521159368411494,0.12822916666666667,3.7406653229575637,1,39.06545085570471,15,44.95580889089984,0.8,1.0,0.7
26.43331358496492,49.11832694649516,5.352480308379781,0.10895833333333334,3.1066221992046845,2,52.73962279447322,15,58.27923474284981,0.8,0.8,0.7
18.787432126380228,50.58208389985741,1.6687629903862458,0.07552083333333333,4.935096657652578,1,43.33338293688022,0,45.725410432373174,1.0,0.8,1.2
19.96018484920784,37.11714712190393,5.544957550917028,0.09541666666666666,6.14786141243529,1,28.667359728712512,30,43.734890323156336,1.2,0.9,1.2
21.076050603788453,56.83866692396276,4.935190672248069,0.09135416666666667,3.6272584175117615,0,55.1410622666564,10,63.64737991412951,1.2,0.9,1.2
35.039860003115294,48.17944233533474,4.641219947113097,0.12635416666666668,2.2642962929534622,1,25.530167753326396,0,26.53596173313646,0.8,0.8,1.0
34.28553049812546,63.59852213334237,1.682960686300024,0.06854166666666667,2.6299867048750727,2,22.861219187770267,30,33.16031793510216,1.0,0.9,1.0
28.435471015626216,53.41410453901006,5.113840045879095,0.09427083333333335,4.779811894335054,1,41.08480940457734,20,47.58733812177474,0.8,0.9,0.7
30.10283634381166,62.19948592230893,5.156942690078539,0.09250000000000001,7.060356500275162,2,54.33831512911564,5,63.01985224875299,0.8,1.0,1.2
32.09816928180629,46.59784668360773,5.978850577777587,0.13197916666666668,4.669370110166996,2,32.99977741008845,30,48.45884238093987,1.2,0.9,1.2
23.133312631130742,62.50457340800547,4.534745236061311,0.066875,6.585477525640004,2,31.339844849512886,5,38.74868093239048,1.0,1.0,0.7
26.879330045816832,80.5571458888022,1.8394889128180325,0.051354166666666666,0.8762539670720129,1,46.83939123515606,30,54.6885199501074,0.8,1.0,1.0
18.641182282053116,69.54761017974715,2.056967763337538,0.08760416666666666,7.9022402755912315,0,48.97304519323917,15,55.00925563585332,1.0,0.8,0.7
18.32321896317064,62.53938168850225,1.5331677923306448,0.066875,0.11199307716066542,2,35.348986110505464,20,44.38087792558282,1.2,0.9,1.0
19.442818452971743,31.22615648721165,0.6196680025709427,0.09333333333333334,6.704950536033151,2,25.338832486543673,30,37.736567953317206,0.8,1.0,1.0
20.529116938144014,47.675453890680224,4.707578179638084,0.08729166666666667,5.473205812261712,2,23.293484167558795,0,27.311096860088412,0.8,0.9,1.2
26.957971823077145,43.40748753406265,5.73102918996985,0.11260416666666667,4.091835067737296,2,27.87791484832647,0,30.834186982462775,1.2,0.8,1.2
29.43728624653674,69.19742507670045,2.0737284945283525,0.095625,5.310824428939093,0,31.689913006412347,20,38.18061111785113,1.0,0.9,0.7
